111.0,-271.45809536,Zr24 O8,64.36028663745546
111.1,-271.77754738,Zr24 O8,64.36028663745546
111.2,-273.56415793,Zr24 O8,64.36028663745546
110.0,-275.60900776,Zr24 O8,56.47719394566
110.1,-274.33801732,Zr24 O8,56.47719394566
110.2,-272.24593346,Zr24 O8,56.47719394566
101.0,-204.93076285,Zr18 O6,44.89762903299055
101.1,-204.81115556,Zr18 O6,44.89762903299055
101.2,-205.1330407,Zr18 O6,44.89762903299055
101.3,-205.05926639,Zr18 O6,44.89762903299055
100.0,-136.39462381,Zr12 O4,32.60712329984
100.1,-136.21797251,Zr12 O4,32.60712329984
001.0,-137.07246303,Zr12 O4,30.863776881664
221.0,-549.98003207,Zr48 O16,117.09512736398554
221.1,-548.17876886,Zr48 O16,117.09512736398554
212.0,-550.22847599,Zr48 O16,106.07951323309183
212.1,-550.32209729,Zr48 O16,106.07951323309183
212.2,-550.42435356,Zr48 O16,106.07951323309183
212.3,-550.42765353,Zr48 O16,106.07951323309183
212.4,-550.59381864,Zr48 O16,106.07951323309183
212.5,-550.48833981,Zr48 O16,106.07951323309183
211.0,-821.08414059,Zr72 O24,183.25005271213556
211.1,-821.03509219,Zr72 O24,183.25005271213556
211.2,-820.40277795,Zr72 O24,183.25005271213556
211.3,-820.61112139,Zr72 O24,183.25005271213556
211.4,-821.32639904,Zr72 O24,183.25005271213556
211.5,-820.88049357,Zr72 O24,183.25005271213556
211.6,-820.71193866,Zr72 O24,183.25005271213556
210.0,-411.23786093,Zr36 O12,86.27033609937264
210.1,-411.55202428,Zr36 O12,86.27033609937264
210.2,-410.05846648,Zr36 O12,86.27033609937264
201.0,-414.03386696,Zr36 O12,72.14895774445549
201.1,-414.17341329,Zr36 O12,72.14895774445549
201.2,-414.01517917,Zr36 O12,72.14895774445549
201.3,-414.22742489,Zr36 O12,72.14895774445549
2-12.0,-411.19248638,Zr36 O12,83.66579256197049
2-12.1,-411.39083251,Zr36 O12,83.66579256197049
102.0,-413.70118625,Zr36 O12,69.81056865244955
102.1,-413.64207812,Zr36 O12,69.81056865244955
102.2,-413.88502534,Zr36 O12,69.81056865244955
o2,-8.74740174,O2,0
zr3o,-70.76632697,Zr6 O2,0
